address_id,line1,locality,city,state,postal_code
ADDR_00374,114 Lake View Road,Aluva,Kolkata,West Bengal,398836
ADDR_00375,158 Main Street,Civil Lines,Hyderabad,Telangana,717669
ADDR_00376,147 Gandhi Nagar,Central,Bhubaneswar,Odisha,406063
ADDR_00377,86 Gandhi Nagar,Aluva,Mumbai,Maharashtra,872885
ADDR_00378,51 Lake View Road,Civil Lines,Chennai,Tamil Nadu,561995
ADDR_00379,91 Market Road,Kukatpally,Kolkata,West Bengal,177172
ADDR_00380,147 Gandhi Nagar,T Nagar,Noida,Uttar Pradesh,648987
ADDR_00381,146 Station Road,Civil Lines,Kochi,Kerala,135170
ADDR_00382,189 Main Street,Madhapur,Noida,Uttar Pradesh,218619
ADDR_00383,46 Main Street,T Nagar,Kolkata,West Bengal,528438
ADDR_00384,127 Market Road,Central,Kolkata,West Bengal,181077
ADDR_00385,123 MG Road,Vashi,Kolkata,West Bengal,777874
ADDR_00386,30 Gandhi Nagar,Aluva,Bengaluru,Karnataka,793089
ADDR_00387,103 Lake View Road,Civil Lines,Mumbai,Maharashtra,643896
ADDR_00388,12 MG Road,Old Town,Chennai,Tamil Nadu,561973
ADDR_00389,108 Industrial Road,Civil Lines,Mumbai,Maharashtra,788696
ADDR_00390,184 Main Street,Industrial Area,Mumbai,Maharashtra,280321
ADDR_00391,71 MG Road,Industrial Area,Bhubaneswar,Odisha,874693
ADDR_00392,206 MG Road,Vashi,Indore,Madhya Pradesh,301454
ADDR_00393,32 Station Road,Old Town,Ahmedabad,Gujarat,598058
ADDR_00394,104 Market Road,Civil Lines,Mumbai,Maharashtra,184928
ADDR_00395,20 Industrial Road,T Nagar,Delhi,Delhi,695523
ADDR_00396,193 Industrial Road,Industrial Area,Patna,Bihar,832622
ADDR_00397,41 Main Street,Civil Lines,Panaji,Goa,272730
ADDR_00398,35 Temple Street,Aluva,Patna,Bihar,373924
ADDR_00399,142 Station Road,Whitefield,Indore,Madhya Pradesh,268534
ADDR_00400,120 MG Road,Kukatpally,Raipur,Chhattisgarh,696728
ADDR_00401,191 Temple Street,Vashi,Panaji,Goa,153275
ADDR_00402,37 MG Road,Kukatpally,Indore,Madhya Pradesh,861934
ADDR_00403,162 Lake View Road,Aluva,Raipur,Chhattisgarh,482800
ADDR_00404,10 Temple Street,Industrial Area,Indore,Madhya Pradesh,563252
ADDR_00405,24 Main Street,Andheri,Chennai,Tamil Nadu,102712
ADDR_00406,208 Industrial Road,Central,Bengaluru,Karnataka,853096
ADDR_00407,42 Industrial Road,Civil Lines,Panaji,Goa,425831
ADDR_00408,197 MG Road,Kukatpally,Bengaluru,Karnataka,558858
ADDR_00409,151 MG Road,Kukatpally,Raipur,Chhattisgarh,798552
ADDR_00410,154 Main Street,Whitefield,Kolkata,West Bengal,123949
ADDR_00411,237 Main Street,Aluva,Ahmedabad,Gujarat,318919
ADDR_00412,223 Temple Street,Sector 18,Noida,Uttar Pradesh,240951
ADDR_00413,142 Gandhi Nagar,Kukatpally,Panaji,Goa,106255
ADDR_00414,234 Temple Street,Vashi,Raipur,Chhattisgarh,754131
ADDR_00415,150 Lake View Road,Andheri,Chennai,Tamil Nadu,390110
ADDR_00416,153 Gandhi Nagar,T Nagar,Ranchi,Jharkhand,274144
ADDR_00417,232 Station Road,Vashi,Patna,Bihar,667136
ADDR_00418,124 Station Road,Whitefield,Indore,Madhya Pradesh,188001
ADDR_00419,154 Gandhi Nagar,T Nagar,Kolkata,West Bengal,316855
ADDR_00420,29 Main Street,Kukatpally,Kolkata,West Bengal,265405
ADDR_00421,228 Gandhi Nagar,Central,Ahmedabad,Gujarat,240968
ADDR_00422,123 Industrial Road,Madhapur,Kolkata,West Bengal,185048
ADDR_00423,217 Main Street,Madhapur,Kochi,Kerala,478896
ADDR_00424,237 Station Road,Whitefield,Vijayawada,Andhra Pradesh,404606
ADDR_00425,227 Main Street,Civil Lines,Jaipur,Rajasthan,330700
ADDR_00426,101 Temple Street,Old Town,Noida,Uttar Pradesh,259448
ADDR_00427,211 Industrial Road,Vashi,Mumbai,Maharashtra,592536
ADDR_00428,32 Industrial Road,T Nagar,Kochi,Kerala,649438
ADDR_00429,77 Lake View Road,Central,Jaipur,Rajasthan,261804
ADDR_00430,50 Gandhi Nagar,Civil Lines,Bengaluru,Karnataka,857718
ADDR_00431,56 Main Street,Madhapur,Delhi,Delhi,809570
ADDR_00432,41 Lake View Road,Central,Kolkata,West Bengal,149296
ADDR_00433,229 Lake View Road,Sector 18,Panaji,Goa,270298
ADDR_00434,31 Gandhi Nagar,Vashi,Noida,Uttar Pradesh,567608
ADDR_00435,215 Gandhi Nagar,Sector 18,Kochi,Kerala,784326
ADDR_00436,159 Main Street,Industrial Area,Delhi,Delhi,290026
ADDR_00437,44 Lake View Road,Central,Kolkata,West Bengal,514924
ADDR_00438,49 Temple Street,Civil Lines,Panaji,Goa,240810
ADDR_00439,203 Market Road,Old Town,Kolkata,West Bengal,659052
ADDR_00440,141 Temple Street,Old Town,Raipur,Chhattisgarh,587446
ADDR_00441,103 Temple Street,Vashi,Patna,Bihar,595839
ADDR_00442,51 Main Street,Whitefield,Bhubaneswar,Odisha,751960
ADDR_00443,30 Market Road,Whitefield,Mumbai,Maharashtra,539075
ADDR_00444,52 Industrial Road,T Nagar,Panaji,Goa,396796
ADDR_00445,149 Temple Street,T Nagar,Panaji,Goa,606453
ADDR_00446,195 Station Road,Industrial Area,Raipur,Chhattisgarh,115548
ADDR_00447,68 Main Street,Madhapur,Kolkata,West Bengal,465363
ADDR_00448,67 Lake View Road,Madhapur,Ranchi,Jharkhand,164468
ADDR_00449,96 Market Road,Whitefield,Kochi,Kerala,758386
ADDR_00450,235 Market Road,Madhapur,Patna,Bihar,791564
ADDR_00451,227 Market Road,Andheri,Ranchi,Jharkhand,183734
ADDR_00452,158 Main Street,Aluva,Indore,Madhya Pradesh,102677
ADDR_00453,187 Main Street,Vashi,Hyderabad,Telangana,886639
ADDR_00454,12 Lake View Road,Andheri,Delhi,Delhi,697096
ADDR_00455,88 Industrial Road,Vashi,Ahmedabad,Gujarat,341905
ADDR_00456,1 Lake View Road,Whitefield,Patna,Bihar,717200
ADDR_00457,32 Industrial Road,Andheri,Ranchi,Jharkhand,668283
ADDR_00458,129 Station Road,Vashi,Kolkata,West Bengal,667289
ADDR_00459,116 Station Road,Madhapur,Jaipur,Rajasthan,314505
ADDR_00460,123 Temple Street,Aluva,Kochi,Kerala,259482
ADDR_00461,176 Main Street,Civil Lines,Bhubaneswar,Odisha,294649
ADDR_00462,41 Station Road,Central,Raipur,Chhattisgarh,181765
ADDR_00463,148 Temple Street,Central,Kochi,Kerala,852623
ADDR_00464,24 Temple Street,Industrial Area,Noida,Uttar Pradesh,693434
ADDR_00465,23 Lake View Road,Vashi,Jaipur,Rajasthan,130369
ADDR_00466,23 Gandhi Nagar,Andheri,Kochi,Kerala,805276
ADDR_00467,218 Market Road,Central,Bhubaneswar,Odisha,395039
ADDR_00468,19 Main Street,Industrial Area,Indore,Madhya Pradesh,197646
ADDR_00469,42 Temple Street,Civil Lines,Kochi,Kerala,793058
ADDR_00470,139 Industrial Road,Vashi,Panaji,Goa,804730
ADDR_00471,74 Main Street,Madhapur,Noida,Uttar Pradesh,596921
ADDR_00472,56 Industrial Road,Kukatpally,Vijayawada,Andhra Pradesh,728542
ADDR_00473,71 Industrial Road,Kukatpally,Ranchi,Jharkhand,669732
ADDR_00474,225 Market Road,T Nagar,Noida,Uttar Pradesh,558914
ADDR_00475,64 Industrial Road,Madhapur,Ranchi,Jharkhand,312445
ADDR_00476,156 Market Road,Industrial Area,Mumbai,Maharashtra,170532
ADDR_00477,160 Lake View Road,Industrial Area,Patna,Bihar,636783
ADDR_00478,27 Station Road,Central,Jaipur,Rajasthan,858775
ADDR_00479,239 Gandhi Nagar,Old Town,Mumbai,Maharashtra,737157
ADDR_00480,34 Temple Street,Kukatpally,Mumbai,Maharashtra,714915
